Index,Sequence,label,Start_time,End_time
8371,118 118 118 118 118 118 118 118,0,2005-09-03-05.54.03.525009,2005-09-03 05:54:03.713736
8373,118 118 118 118 118 118 118 118,0,2005-09-03-05.56.16.949735,2005-09-03 05:56:17.151015
8374,118 118 118 118 118 118 118 118,0,2005-09-03-05.57.20.355874,2005-09-03 05:57:20.669202
8376,118 118 118 118 118 118 118 118,0,2005-09-03-05.59.33.285132,2005-09-03 05:59:33.496740
8377,118 118 118 118 118 118 118 118,0,2005-09-03-06.00.43.749900,2005-09-03 06:00:43.965572
8378,118 118 118 118 118 118 118 118,0,2005-09-03-06.01.53.263984,2005-09-03 06:01:53.454419
8379,118 118 118 118 118 118 118 118,0,2005-09-03-06.02.56.744683,2005-09-03 06:02:57.009952
8380,118 118 118 118 118 118 118 118,0,2005-09-03-06.04.06.694729,2005-09-03 06:04:06.980452
8382,118 118 118 118 118 118 118 118,0,2005-09-03-06.06.20.172533,2005-09-03 06:06:20.427606
8383,118 118 118 118 118 118 118 118,0,2005-09-03-06.07.23.688237,2005-09-03 06:07:23.888799
8386,118 118 118 118 118 118 118 118,0,2005-09-03-06.10.46.801195,2005-09-03 06:10:46.986172
8387,118 118 118 118 118 118 118 118,0,2005-09-03-06.11.57.274422,2005-09-03 06:11:57.584275
8388,118 118 118 118 118 118 118 118,0,2005-09-03-06.12.59.781173,2005-09-03 06:13:00.035939
8390,118 118 118 118 118 118 118 118,0,2005-09-03-06.15.19.839887,2005-09-03 06:15:20.056007
8393,118 118 118 118 118 118 118 118,0,2005-09-03-06.18.36.390120,2005-09-03 06:18:36.656641
8394,118 118 118 118 118 118 118 118,0,2005-09-03-06.19.46.900914,2005-09-03 06:19:47.112932
8396,118 118 118 118 118 118 118 118,0,2005-09-03-06.22.00.391517,2005-09-03 06:22:00.647364
8397,118 118 118 118 118 118 118 118,0,2005-09-03-06.23.09.844614,2005-09-03 06:23:10.138328
8398,118 118 118 118 118 118 118 118,0,2005-09-03-06.24.12.882678,2005-09-03 06:24:13.142038
8399,118 118 118 118 118 118 118 118,0,2005-09-03-06.25.23.856369,2005-09-03 06:25:24.073469
8403,118 118 118 118 118 118 118 118,0,2005-09-03-06.29.49.876900,2005-09-03 06:29:50.070495
8405,118 118 118 118 118 118 118 118,0,2005-09-03-06.32.03.215727,2005-09-03 06:32:03.490735
8406,118 118 118 118 118 118 118 118,0,2005-09-03-06.33.13.312482,2005-09-03 06:33:13.619214
8407,118 118 118 118 118 118 118 118,0,2005-09-03-06.34.16.294796,2005-09-03 06:34:16.555421
8408,118 118 118 118 118 118 118 118,0,2005-09-03-06.35.27.284271,2005-09-03 06:35:27.456253
8409,118 118 118 118 118 118 118 118,0,2005-09-03-06.36.30.151200,2005-09-03 06:36:30.406589
8411,118 118 118 118 118 118 118 118,0,2005-09-03-06.38.50.213824,2005-09-03 06:38:50.424534
8414,118 118 118 118 118 118 118 118,0,2005-09-03-06.42.06.705259,2005-09-03 06:42:06.910206
8415,118 118 118 118 118 118 118 118,0,2005-09-03-06.43.16.635328,2005-09-03 06:43:16.820429
8417,118 118 118 118 118 118 118 118,0,2005-09-03-06.45.30.103316,2005-09-03 06:45:30.339448
8418,118 118 118 118 118 118 118 118,0,2005-09-03-06.46.40.650613,2005-09-03 06:46:40.879475
8419,118 118 118 118 118 118 118 118,0,2005-09-03-06.59.18.217511,2005-09-03 06:59:18.495276
8420,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-07.57.55.300309,2005-09-03 07:58:26.183550
8422,228 228 228 228 228 228 228 228,0,2005-09-03-08.03.44.280988,2005-09-03 08:03:44.506469
8423,46 46 46 46 46 46 46,0,2005-09-03-09.06.14.735082,2005-09-03 09:06:49.525339
8424,46 46 46 46 46 46,0,2005-09-03-09.06.55.275155,2005-09-03 09:07:24.390147
8425,219 219 219 219 219 219 219 219 219 219 219 219 219,0,2005-09-03-09.13.46.127920,2005-09-03 09:13:46.301437
8426,219 219 219 219 219 219 219,0,2005-09-03-09.15.26.523307,2005-09-03 09:15:26.689760
8427,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-13.39.21.615620,2005-09-03 13:39:25.863173
8430,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-14.08.23.065195,2005-09-03 14:08:24.745834
8432,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-14.09.14.299791,2005-09-03 14:09:42.014220
8433,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-14.09.56.097582,2005-09-03 14:09:57.003309
8434,94 94 314 314 191 191 99 94 94 314 314 314 99 314 94 191 314 314 314 191 314 314 314 314 191 94 94 314 94 191 314 99 314 191 314 94 191 314 314 94 314 314 314 191 314 314 314 314 314 314 94 94 314 94 191 314 94 314 191 191 314 314 191 191,0,2005-09-03-14.37.17.544588,2005-09-03 14:37:18.797603
8436,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-14.38.24.778397,2005-09-03 14:38:26.558255
8437,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-14.38.50.080203,2005-09-03 14:38:51.528995
8441,94 94 314 314 191 191 99,0,2005-09-03-14.53.50.014107,2005-09-03 14:54:13.736705
8443,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-15.02.05.749117,2005-09-03 15:02:32.535091
8444,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-15.02.55.571381,2005-09-03 15:02:57.211711
8445,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-15.03.20.668929,2005-09-03 15:03:47.873104
8448,94 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314,0,2005-09-03-18.36.19.322369,2005-09-03 18:36:20.058996
8449,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-03-18.37.11.311552,2005-09-03 18:37:15.790898
8452,94 94 94 314 314 94 191 314 314 314 314 314 191 314 191,0,2005-09-03-19.08.49.142765,2005-09-03 19:08:50.512249
8453,94 94 94 314 314 314 191 191 191,0,2005-09-03-19.11.01.079835,2005-09-03 19:11:01.987448
8455,218 94 99 94 314 99 314 191 191,0,2005-09-03-19.18.58.745318,2005-09-03 19:18:59.356905
8457,94 94 99 314 314 191 191,0,2005-09-03-22.17.24.472689,2005-09-03 22:17:24.802822
8458,94 218 218 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 218 218 63 70 70 94 99 99 94 218 218 94 94 94 94 94 94 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 70 63 314 99 314 314 314 314 314 314 314 314 314 314 191 314 314 191 314 314 191 314 314 314 314 314 314 191 99 99 314 314 314 191 314 314 191 314 314 314 314 314 191 191 191 314 314 314 191 314 314 99 191 314 314 191 191 191 314 314 314 314 191 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 191 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314,0,2005-09-03-23.30.54.650495,2005-09-03 23:31:04.769171
8459,94 94 94 94 94 94 94 94 94 94 94 70 70 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 218 218 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94 314 314 314 314 314 314 314 314 314 314 314 70 70 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 94 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 191 191 314 314 314 314 191 70 99 314 191 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 191 191 191 314 314 314 314 191 191 314 191 314 191 314 314 191 314 314 314 314 191 314 191 314 314 314 94 314 191 314 314 314 314 314 191 314 314 191 314 314 314 314 191 314 314 99 191 314 191 191 314 314 314 191 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 191 314 314 191 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 191 314 191 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 191 314 314 314 314 191 191 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 191 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 191 314 314 314 314 314 314 314 191,0,2005-09-03-23.38.39.130123,2005-09-03 23:39:14.174849
8460,314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 191 314 191 314 191 314 314 314 314 314 314 314 314 191 314 314 314 191 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 191 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 191 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 191 314 314 191 314 314 314 314 314 314 314 314 314 314,0,2005-09-03-23.39.14.265961,2005-09-03 23:39:31.997514
8461,99 99 94 94 94 94 94 94 94 94 94 94 94 94 94 94 94,0,2005-09-04-00.06.12.789603,2005-09-04 00:06:14.183982
8463,94 70 314 70 191 70 99 99,0,2005-09-04-02.08.28.208119,2005-09-04 02:08:28.574933
8464,218 218 94 94 94 94 94 99 99 218 94 94 94 94 314 314 314 314 314 99 99 314 314 314 314 314 191 191 314 314 314 314 314 191 314 314 314 191 314 191 314 314 314 191 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314,0,2005-09-04-02.46.51.554940,2005-09-04 02:46:56.439661
8465,94 94 94 94 94 94 70 94 94 94 94 94 218 94 94 94 94 94 94 218 94 94 94 94 94 94 94 94 94 94 94 94 314 314 314 314 314 314 99 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 94 314 314 94 314 191 191 314 191 314 191 191 314 191 191 191 191 314 314 191 191 191 314 314 191 191 314 314 314 314 191 314 314 314 314 314 314 191 191 314 314 191 314 314 314 314 314 314 314 314 314 191 314 314 314 314 191 314 314 314 314 191 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314,0,2005-09-04-02.55.11.833168,2005-09-04 02:55:26.162556
8466,314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314,0,2005-09-04-02.55.26.244844,2005-09-04 02:55:33.098463
8467,94 94 94 94 94 314 314 314 314 314 191 191 191 191 191,0,2005-09-04-02.57.29.504327,2005-09-04 02:57:30.780603
8469,94 218 94 94 94 314 99 314 314 314 314 191 191 191 191,0,2005-09-04-03.11.24.256521,2005-09-04 03:11:25.261723
8470,94 99 94 218 70 314 314 70 191 191 70 70 70 99 99,0,2005-09-04-03.22.16.123999,2005-09-04 03:22:17.089303
8471,94 94 94 99 94 94 314 314 314 314 314 314 191 191 191 191 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 314 191,0,2005-09-04-08.26.59.494108,2005-09-04 08:27:01.578156
8474,259 167 259 167 259 167 259 167 259 167,0,2005-09-04-10.46.54.779258,2005-09-04 10:47:01.870921
8475,259 167 259 167 259 167 259 167 259 167 259 167 259 259 167 167 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45,0,2005-09-04-10.47.02.254950,2005-09-04 10:47:37.954522
8476,276 276 276 276 276 276 276 276,1,2005-09-04-10.52.21.875662,2005-09-04 10:52:22.204257
8477,94 94 314 314 314 191 191,0,2005-09-04-11.16.45.746471,2005-09-04 11:16:45.939167
8478,276 276 276 276 276 276 276 276,1,2005-09-04-11.19.02.171236,2005-09-04 11:19:02.596556
8482,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-04-14.35.02.252784,2005-09-04 14:35:33.655846
8483,218 94 94 94 94 63 70 94 314 314 314 314 63 314 191 314 191 191 191 314 191,0,2005-09-04-14.53.08.085145,2005-09-04 14:53:10.619444
8485,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-04-15.00.40.343117,2005-09-04 15:00:50.185366
8487,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-04-15.01.26.260668,2005-09-04 15:02:01.548999
8488,94 314 191 94 314 191,0,2005-09-04-15.12.50.824026,2005-09-04 15:12:51.995774
8489,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-04-15.18.54.718882,2005-09-04 15:19:25.881585
8490,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-04-15.19.26.730571,2005-09-04 15:20:02.144805
8492,79 79 79 188 188 188 79 188,0,2005-09-04-17.12.13.374526,2005-09-04 17:12:14.070669
8495,46 46 46 46 46 46 46,0,2005-09-04-17.22.27.171767,2005-09-04 17:23:01.902276
8496,259 259 167 167 259 259 167 167 259 259 167 167 259 167,0,2005-09-04-17.26.57.283896,2005-09-04 17:27:13.924565
8501,259 167 259 259 167 167 259 167 259 167 259 259 167 167 259 167 259 167 259 259 167 167 259 167 259 167 259 259 167 167 259 167,0,2005-09-04-19.10.03.952172,2005-09-04 19:10:25.596415
8506,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-04-19.45.14.973284,2005-09-04 19:45:50.200305
8508,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-04-19.57.23.277034,2005-09-04 19:57:49.623131
8509,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-04-19.57.53.960837,2005-09-04 19:58:26.187087
